"set","pic_id","sample_size","test_param","param_value","p_value","obs_plot_location","pic_name","experiment","difficulty","data_name"
22,22,3,"turk16-colorTrend","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
22,22,3,"turk16-colorEllipseTrendError","k-3-sdline-0.35-sdgroup-0.35","line-0.74383-cluster-0.84586","4, 8","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",22,"set-1-k-3-sdline-0.35-sdgroup-0.35"
23,23,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
23,23,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.30","line-0.66225-cluster-0.90428","11, 13","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",23,"set-1-k-5-sdline-0.45-sdgroup-0.30"
24,24,3,"turk16-plain","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-color","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-shape","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-colorShape","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-colorEllipse","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-colorShapeEllipse","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-trend","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-trendError","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-colorTrend","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
24,24,3,"turk16-colorEllipseTrendError","k-3-sdline-0.45-sdgroup-0.25","line-0.68519-cluster-0.92323","12, 17","Images/Lineups/309668220b6f72f0bc4404e5e45c04cd.svg","turk16",24,"set-1-k-3-sdline-0.45-sdgroup-0.25"
25,25,3,"turk16-plain","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-color","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-shape","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-colorShape","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-colorEllipse","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-colorShapeEllipse","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-trend","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-trendError","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-colorTrend","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
25,25,3,"turk16-colorEllipseTrendError","k-3-sdline-0.35-sdgroup-0.30","line-0.75129-cluster-0.89727","20, 2","Images/Lineups/ec7f3b9a27b45c3e3390fc86d79d2966.svg","turk16",25,"set-1-k-3-sdline-0.35-sdgroup-0.30"
26,26,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
26,26,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.25","line-0.67308-cluster-0.92917","15, 7","Images/Lineups/d8ec7c16c062a2ea10f643310795c102.svg","turk16",26,"set-1-k-5-sdline-0.45-sdgroup-0.25"
27,27,5,"turk16-plain","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-color","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-shape","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-colorShape","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-colorEllipse","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-colorShapeEllipse","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-trend","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-trendError","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-colorTrend","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
27,27,5,"turk16-colorEllipseTrendError","k-5-sdline-0.35-sdgroup-0.20","line-0.77357-cluster-0.95420","6, 15","Images/Lineups/5855815e57deb6ffd9c8efb0597d151c.svg","turk16",27,"set-1-k-5-sdline-0.35-sdgroup-0.20"
28,28,3,"turk16-plain","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-color","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-shape","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-colorShape","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-colorEllipse","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-colorShapeEllipse","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-trend","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-trendError","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-colorTrend","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
28,28,3,"turk16-colorEllipseTrendError","k-3-sdline-0.35-sdgroup-0.35","line-0.75825-cluster-0.86828","1, 14","Images/Lineups/388ca0ec847e881a188e345b8c0f4637.svg","turk16",28,"set-1-k-3-sdline-0.35-sdgroup-0.35"
29,29,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
29,29,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.30","line-0.63216-cluster-0.90051","2, 3","Images/Lineups/a6b2234adfcf5722c722e93e3e8cd6d4.svg","turk16",29,"set-1-k-5-sdline-0.45-sdgroup-0.30"
30,30,3,"turk16-plain","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-color","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-shape","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-colorShape","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-colorEllipse","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-colorShapeEllipse","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-trend","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-trendError","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-colorTrend","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
30,30,3,"turk16-colorEllipseTrendError","k-3-sdline-0.25-sdgroup-0.25","line-0.84670-cluster-0.91893","5, 1","Images/Lineups/3f5ecac47a6bd741c871c9e20e768340.svg","turk16",30,"set-1-k-3-sdline-0.25-sdgroup-0.25"
31,31,3,"turk16-plain","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-color","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-shape","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-colorShape","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-colorEllipse","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-colorShapeEllipse","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-trend","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-trendError","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-colorTrend","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
31,31,3,"turk16-colorEllipseTrendError","k-3-sdline-0.45-sdgroup-0.35","line-0.59647-cluster-0.83685","8, 7","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",31,"set-1-k-3-sdline-0.45-sdgroup-0.35"
32,32,5,"turk16-plain","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-color","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-shape","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-colorShape","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-colorEllipse","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-colorShapeEllipse","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-trend","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-trendError","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-colorTrend","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
32,32,5,"turk16-colorEllipseTrendError","k-5-sdline-0.45-sdgroup-0.20","line-0.67482-cluster-0.95201","11, 17","Images/Lineups/3ea84b6dd1bdcc4d29ac5c041b5f9441.svg","turk16",32,"set-1-k-5-sdline-0.45-sdgroup-0.20"
33,33,3,"turk16-plain","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-color","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-shape","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-colorShape","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-colorEllipse","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-colorShapeEllipse","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
33,33,3,"turk16-trend","k-3-sdline-0.45-sdgroup-0.35","line-0.58259-cluster-0.85692","18, 9","Images/Lineups/eb9db73955280a7b802dd5cc053fb201.svg","turk16",33,"set-1-k-3-sdline-0.45-sdgroup-0.35"
