dataset,pic_id,param_value,response.id,n.answers,response_no,conf_level,choice_reason,test_param,p_value,obs_plot,plottype,ntrials,trial.no,trial.num,trend.correct,cluster.correct,both.correct,neither.correct,first.trial,simpleoutcome,trial.time,k,sdline,sdgroup,gini.min,group.min,no.ellipse,max.range,one.correct,one.ellipse,label
29,284,k-5-sdline-0.25-sdgroup-0.25,7679,1,5,5,_less blue traingle,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,4,4,0,0,0,1,FALSE,neither,49,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Shape
29,285,k-5-sdline-0.25-sdgroup-0.25,4543,1,14,5,_smallest ovals,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,7,7,0,1,0,0,FALSE,cluster,31,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,290,k-5-sdline-0.25-sdgroup-0.25,3077,1,14,4,_All data sets are separate,turk16-colorEllipseTrendError,line-0.84731-cluster-0.92760,"18, 14",colorEllipseTrendError,10,7,7,0,1,0,0,FALSE,cluster,83,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse + Trend + Error
29,283,k-5-sdline-0.25-sdgroup-0.25,3276,1,14,5,_dot groups dispearsed,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,7,7,0,1,0,0,FALSE,cluster,31,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Shape
29,284,k-5-sdline-0.25-sdgroup-0.25,9232,1,18,4,_Strongest linear trend,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,1,1,1,0,0,0,TRUE,trend,21,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
29,284,k-5-sdline-0.25-sdgroup-0.25,10376,1,20,4,_curve,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,3,3,0,0,0,1,FALSE,neither,9,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Shape
29,283,k-5-sdline-0.25-sdgroup-0.25,5413,1,14,4,_Group of points,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,4,4,0,1,0,0,FALSE,cluster,25,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Shape
29,283,k-5-sdline-0.25-sdgroup-0.25,591,1,14,5,_more random,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,1,1,0,1,0,0,TRUE,cluster,48,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Shape
29,283,k-5-sdline-0.25-sdgroup-0.25,13041,1,5,5,_This plot is very less comparing to others,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,11,8,8,0,0,0,1,FALSE,neither,46,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Shape
29,283,k-5-sdline-0.25-sdgroup-0.25,219,1,10,4,_dot alignment,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,2,2,0,0,0,1,FALSE,neither,190,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Shape
29,289,k-5-sdline-0.25-sdgroup-0.25,12249,1,5,3,_Single blue point,turk16-colorTrend,line-0.84731-cluster-0.92760,"18, 14",colorTrend,10,7,7,0,0,0,1,FALSE,neither,42,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Trend
29,285,k-5-sdline-0.25-sdgroup-0.25,10112,1,14,5,_group of points,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,5,5,0,1,0,0,FALSE,cluster,17,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,285,k-5-sdline-0.25-sdgroup-0.25,6307,1,14,5,_distinct groups,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,8,8,0,1,0,0,FALSE,cluster,20,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,285,k-5-sdline-0.25-sdgroup-0.25,571,1,14,5,_Small clusters,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,9,9,0,1,0,0,FALSE,cluster,13,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,283,k-5-sdline-0.25-sdgroup-0.25,7250,1,14,3,_Groups of dots,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,6,6,0,1,0,0,FALSE,cluster,17,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Shape
29,284,k-5-sdline-0.25-sdgroup-0.25,6448,1,14,4,_No clear linear pattern,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,9,9,0,1,0,0,FALSE,cluster,29,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
29,289,k-5-sdline-0.25-sdgroup-0.25,11974,1,14,4,_most clustered separated group points,turk16-colorTrend,line-0.84731-cluster-0.92760,"18, 14",colorTrend,10,7,7,0,1,0,0,FALSE,cluster,28,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Trend
29,284,k-5-sdline-0.25-sdgroup-0.25,5287,1,20,3,_more linear than other plotd,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,10,10,0,0,0,1,FALSE,neither,38,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Shape
29,284,k-5-sdline-0.25-sdgroup-0.25,3345,1,14,3,_outlanders,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,12,3,3,0,1,0,0,FALSE,cluster,30,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
29,290,k-5-sdline-0.25-sdgroup-0.25,4936,1,14,5,_All five objects are within the two outer dotted lines,turk16-colorEllipseTrendError,line-0.84731-cluster-0.92760,"18, 14",colorEllipseTrendError,10,1,1,0,1,0,0,TRUE,cluster,146,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse + Trend + Error
29,285,k-5-sdline-0.25-sdgroup-0.25,2834,1,7,4,_the pink circle is much larger and has fewer dots,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,9,9,0,0,0,1,FALSE,neither,35,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Ellipse
29,285,k-5-sdline-0.25-sdgroup-0.25,13237,1,14,5,_groups of points do not overlap,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,10,8,8,0,1,0,0,FALSE,cluster,22,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,283,k-5-sdline-0.25-sdgroup-0.25,3079,1,14,5,_broken up more than group,turk16-shape,line-0.84731-cluster-0.92760,"18, 14",shape,10,7,7,0,1,0,0,FALSE,cluster,21,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Shape
29,284,k-5-sdline-0.25-sdgroup-0.25,8060,1,14,4,_groupings,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,2,2,0,1,0,0,FALSE,cluster,29,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
29,290,k-5-sdline-0.25-sdgroup-0.25,7922,1,14,5,_Group of Points,turk16-colorEllipseTrendError,line-0.84731-cluster-0.92760,"18, 14",colorEllipseTrendError,10,9,9,0,1,0,0,FALSE,cluster,15,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse + Trend + Error
29,284,k-5-sdline-0.25-sdgroup-0.25,4494,1,14,3,_small groupings of dots,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,4,4,0,1,0,0,FALSE,cluster,31,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
29,289,k-5-sdline-0.25-sdgroup-0.25,1885,1,14,3,_Plots are in groups,turk16-colorTrend,line-0.84731-cluster-0.92760,"18, 14",colorTrend,10,7,7,0,1,0,0,FALSE,cluster,31,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Trend
29,290,k-5-sdline-0.25-sdgroup-0.25,9407,1,4,3,_Linear trend,turk16-colorEllipseTrendError,line-0.84731-cluster-0.92760,"18, 14",colorEllipseTrendError,10,9,9,0,0,0,1,FALSE,neither,128,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Ellipse + Trend + Error
29,290,k-5-sdline-0.25-sdgroup-0.25,3383,1,7,3,_The circle is larger and not the same shape. ,turk16-colorEllipseTrendError,line-0.84731-cluster-0.92760,"18, 14",colorEllipseTrendError,10,3,3,0,0,0,1,FALSE,neither,250,5,0.35,0.25,0.889777778,1,2,29,0,FALSE,Color + Ellipse + Trend + Error
29,285,k-5-sdline-0.25-sdgroup-0.25,12272,1,14,5,_most dispearsed in seperate clusters,turk16-colorEllipse,line-0.84731-cluster-0.92760,"18, 14",colorEllipse,11,8,8,0,1,0,0,FALSE,cluster,36,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Ellipse
29,284,k-5-sdline-0.25-sdgroup-0.25,1933,1,18,2,_They are too close together.,turk16-colorShape,line-0.84731-cluster-0.92760,"18, 14",colorShape,10,6,6,1,0,0,0,FALSE,trend,36,5,0.35,0.25,0.889777778,1,2,29,1,FALSE,Color + Shape
3,30,k-3-sdline-0.25-sdgroup-0.25,8045,1,4,5,_,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,8,8,0,1,0,0,FALSE,cluster,14,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,5190,1,4,3,_spread is wide,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,8,8,0,1,0,0,FALSE,cluster,13,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,8384,1,4,0,_,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,11,4,4,0,1,0,0,FALSE,cluster,19,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,28,k-3-sdline-0.25-sdgroup-0.25,12433,1,15,4,_dots spread out,turk16-trendError,line-0.85791-cluster-0.92514,"14, 4",trendError,12,5,5,0,0,0,1,FALSE,neither,24,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,473,2,"4,14",2,_Points and most linear,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,2,2,1,1,1,0,FALSE,both,36,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,25,k-3-sdline-0.25-sdgroup-0.25,7246,1,4,4,"_Grouping, no intersection between colors",turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,2,2,0,1,0,0,FALSE,cluster,54,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,30,k-3-sdline-0.25-sdgroup-0.25,3634,1,4,4,_the shapes are most concentrated in this graph,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,7,7,0,1,0,0,FALSE,cluster,51,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,27,k-3-sdline-0.25-sdgroup-0.25,626,1,14,5,_nearest to the line,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,10,3,3,1,0,0,0,FALSE,trend,28,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Trend
3,30,k-3-sdline-0.25-sdgroup-0.25,1988,1,4,3,_They are too far away from each other.,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,10,10,0,1,0,0,FALSE,cluster,72,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,2904,1,4,5,"_groups of points, most separated",turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,8,8,0,1,0,0,FALSE,cluster,43,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,22,k-3-sdline-0.25-sdgroup-0.25,7840,1,4,5,_The colors are seperated,turk16-color,line-0.85791-cluster-0.92514,"14, 4",color,10,1,1,0,1,0,0,TRUE,cluster,46,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color
3,30,k-3-sdline-0.25-sdgroup-0.25,5090,1,4,4,_Three distinct groups,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,2,2,0,1,0,0,FALSE,cluster,15,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,25,k-3-sdline-0.25-sdgroup-0.25,4765,1,4,4,_smallest range of plots,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,6,6,0,1,0,0,FALSE,cluster,30,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,30,k-3-sdline-0.25-sdgroup-0.25,1341,1,4,3,_GROUPS OF POINTS,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,8,8,0,1,0,0,FALSE,cluster,17,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,8443,1,14,5,_linear,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,5,5,1,0,0,0,FALSE,trend,36,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,24,k-3-sdline-0.25-sdgroup-0.25,3045,1,14,5,_Strongest Linear,turk16-colorShape,line-0.85791-cluster-0.92514,"14, 4",colorShape,10,2,2,1,0,0,0,FALSE,trend,21,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Shape
3,27,k-3-sdline-0.25-sdgroup-0.25,128,1,2,5,_Spaced further apart,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,11,8,8,0,0,0,1,FALSE,neither,27,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Trend
3,30,k-3-sdline-0.25-sdgroup-0.25,11589,1,4,4,_Separate grouping of points,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,10,10,0,1,0,0,FALSE,cluster,23,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,12670,1,4,4,_most horizontal lines,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,9,9,0,1,0,0,FALSE,cluster,21,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,1177,2,"14,4",4,_the design,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,7,7,1,1,1,0,FALSE,both,20,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,4772,1,14,4,_Most linear,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,11,7,7,1,0,0,0,FALSE,trend,65,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,5221,1,14,5,_most linear,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,2,2,1,0,0,0,FALSE,trend,25,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,24,k-3-sdline-0.25-sdgroup-0.25,3343,1,4,4,_Colored symbols grouped tighter,turk16-colorShape,line-0.85791-cluster-0.92514,"14, 4",colorShape,10,10,10,0,1,0,0,FALSE,cluster,48,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Shape
3,21,k-3-sdline-0.25-sdgroup-0.25,79,1,4,5,_Two main circles instead of three,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,11,3,3,0,1,0,0,FALSE,cluster,69,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,3011,1,2,3,_most outliers,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,3,3,0,0,0,1,FALSE,neither,6,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,10264,1,4,4,_Highest grouping,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,1,1,0,1,0,0,TRUE,cluster,13,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,27,k-3-sdline-0.25-sdgroup-0.25,4080,1,4,0,_grouped into three,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,11,8,8,0,1,0,0,FALSE,cluster,29,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Trend
3,27,k-3-sdline-0.25-sdgroup-0.25,9785,1,14,4,_least amount of outliers,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,10,6,6,1,0,0,0,FALSE,trend,17,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Trend
3,27,k-3-sdline-0.25-sdgroup-0.25,7387,1,15,4,_lack of linear coorelation,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,10,4,4,0,0,0,1,FALSE,neither,23,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Trend
3,21,k-3-sdline-0.25-sdgroup-0.25,5406,1,4,5,_Clusters are separate,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,6,6,0,1,0,0,FALSE,cluster,20,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,27,k-3-sdline-0.25-sdgroup-0.25,628,1,4,1,_groups of points,turk16-trend,line-0.85791-cluster-0.92514,"14, 4",trend,12,3,3,0,1,0,0,FALSE,cluster,32,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Trend
3,21,k-3-sdline-0.25-sdgroup-0.25,1644,1,4,4,_is the least conforming ,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,4,4,0,1,0,0,FALSE,cluster,18,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,30,k-3-sdline-0.25-sdgroup-0.25,2142,1,14,3,_tighter linear grouping,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,6,6,1,0,0,0,FALSE,trend,68,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,21,k-3-sdline-0.25-sdgroup-0.25,8347,1,4,4,"_They are completely split, and not shaped like others",turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,11,2,2,0,1,0,0,FALSE,cluster,22,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,30,k-3-sdline-0.25-sdgroup-0.25,12460,1,4,5,_they do not touch each other,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,17,8,8,0,1,0,0,FALSE,cluster,31,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,22,k-3-sdline-0.25-sdgroup-0.25,2915,1,4,5,_cluster groupings,turk16-color,line-0.85791-cluster-0.92514,"14, 4",color,10,8,8,0,1,0,0,FALSE,cluster,14,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color
3,24,k-3-sdline-0.25-sdgroup-0.25,3774,1,15,4,_blues are separated into 2 groups,turk16-colorShape,line-0.85791-cluster-0.92514,"14, 4",colorShape,10,2,2,0,0,0,1,FALSE,neither,103,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Color + Shape
3,26,k-3-sdline-0.25-sdgroup-0.25,7928,1,4,4,_Distinct groups of points.,turk16-colorShapeEllipse,line-0.85791-cluster-0.92514,"14, 4",colorShapeEllipse,10,6,6,0,1,0,0,FALSE,cluster,32,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Shape + Ellipse
3,23,k-3-sdline-0.25-sdgroup-0.25,6004,1,4,5,_clusters of points,turk16-shape,line-0.85791-cluster-0.92514,"14, 4",shape,10,1,1,0,1,0,0,TRUE,cluster,30,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Shape
3,21,k-3-sdline-0.25-sdgroup-0.25,6305,1,6,5,_most close to straight,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,1,1,0,0,0,1,TRUE,neither,30,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,13507,1,15,4,_less linear,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,12,10,10,0,0,0,1,FALSE,neither,17,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,1621,1,4,3,_Groups of Points,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,3,3,0,1,0,0,FALSE,cluster,16,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,5050,1,4,5,_Tightest groupings of all.,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,10,10,0,1,0,0,FALSE,cluster,17,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,12135,1,4,4,_It has 3 clusters,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,3,3,0,1,0,0,FALSE,cluster,33,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,181,1,15,3,_most spread out,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,7,7,0,0,0,1,FALSE,neither,13,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,5963,1,4,4,_group,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,5,5,0,1,0,0,FALSE,cluster,31,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,25,k-3-sdline-0.25-sdgroup-0.25,5405,1,14,4,_placement,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,1,1,1,0,0,0,TRUE,trend,43,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,26,k-3-sdline-0.25-sdgroup-0.25,7987,1,4,4,_no overlap of shapes,turk16-colorShapeEllipse,line-0.85791-cluster-0.92514,"14, 4",colorShapeEllipse,13,4,4,0,1,0,0,FALSE,cluster,58,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Shape + Ellipse
3,21,k-3-sdline-0.25-sdgroup-0.25,5130,1,17,4,_All points are more closer to one another,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,10,10,0,0,0,1,FALSE,neither,28,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Plain
3,25,k-3-sdline-0.25-sdgroup-0.25,545,1,4,4,_none of the shapes are touching each other,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,8,8,0,1,0,0,FALSE,cluster,24,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,21,k-3-sdline-0.25-sdgroup-0.25,13011,1,4,5,_small clusters,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,4,4,0,1,0,0,FALSE,cluster,24,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,22,k-3-sdline-0.25-sdgroup-0.25,1732,1,14,4,_Least variations,turk16-color,line-0.85791-cluster-0.92514,"14, 4",color,10,4,4,1,0,0,0,FALSE,trend,17,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color
3,26,k-3-sdline-0.25-sdgroup-0.25,2601,1,4,3,_smallest objects,turk16-colorShapeEllipse,line-0.85791-cluster-0.92514,"14, 4",colorShapeEllipse,11,7,7,0,1,0,0,FALSE,cluster,38,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Shape + Ellipse
3,25,k-3-sdline-0.25-sdgroup-0.25,9004,1,8,2,_RIGHT different,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,11,1,1,0,0,0,1,TRUE,neither,85,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Color + Ellipse
3,25,k-3-sdline-0.25-sdgroup-0.25,10055,1,15,5,_Ovals are larger,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,7,7,0,0,0,1,FALSE,neither,44,3,0.25,0.25,0.740740741,4,0,25,0,FALSE,Color + Ellipse
3,25,k-3-sdline-0.25-sdgroup-0.25,11433,1,4,5,_all ovals separated,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,7,7,0,1,0,0,FALSE,cluster,20,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,21,k-3-sdline-0.25-sdgroup-0.25,4228,1,4,5,_particles not spread over,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,11,6,6,0,1,0,0,FALSE,cluster,41,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,3833,1,4,4,_groups of points,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,9,9,0,1,0,0,FALSE,cluster,15,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,13190,1,14,2,_linear,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,9,9,1,0,0,0,FALSE,trend,14,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,21,k-3-sdline-0.25-sdgroup-0.25,6379,1,14,5,_Linear unlike others,turk16-plain,line-0.85791-cluster-0.92514,"14, 4",plain,10,5,5,1,0,0,0,FALSE,trend,12,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Plain
3,25,k-3-sdline-0.25-sdgroup-0.25,6172,1,4,5,_Three tight groups,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,10,8,8,0,1,0,0,FALSE,cluster,21,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,25,k-3-sdline-0.25-sdgroup-0.25,3135,1,4,4,_percent empty boxes,turk16-colorEllipse,line-0.85791-cluster-0.92514,"14, 4",colorEllipse,11,6,6,0,1,0,0,FALSE,cluster,46,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse
3,30,k-3-sdline-0.25-sdgroup-0.25,11981,1,4,5,_all are apart from each other,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,2,2,0,1,0,0,FALSE,cluster,165,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
3,30,k-3-sdline-0.25-sdgroup-0.25,6018,1,4,3,_bad grouping,turk16-colorEllipseTrendError,line-0.85791-cluster-0.92514,"14, 4",colorEllipseTrendError,10,3,3,0,1,0,0,FALSE,cluster,32,3,0.25,0.25,0.740740741,4,0,25,1,FALSE,Color + Ellipse + Trend + Error
